SISRecID,count,name_com,name_sci,status
22696457,4,Bat Falcon,Falco rufigularis,LC
22696460,36,Eurasian Hobby,Falco subbuteo,LC
22696470,1,Oriental Hobby,Falco severus,LC
22696473,2,Australian Hobby,Falco longipennis,LC
22696476,3,New Zealand Falcon,Falco novaeseelandiae,NT
22696479,15,Grey Falcon,Falco hypoleucos,VU
22696484,2,Black Falcon,Falco subniger,LC
22696487,12,Lanner Falcon,Falco biarmicus,LC
22696492,1,Laggar Falcon,Falco jugger,NT
22696495,20,Saker Falcon,Falco cherrug,EN
22696500,42,Gyrfalcon,Falco rusticolus,LC
22696504,11,Prairie Falcon,Falco mexicanus,LC
22696507,229,NA,NA,NA
22696512,1,NA,NA,NA
22696523,1,Taita Falcon,Falco fasciinucha,VU
22696530,2,White-tufted Grebe,Rollandia rolland,LC
22696545,17,Little Grebe,Tachybaptus ruficollis,LC
22696553,1,Australasian Grebe,Tachybaptus novaehollandiae,LC
22696558,1,Alaotra Grebe,Tachybaptus rufolavatus,EX
22696565,1,Madagascar Grebe,Tachybaptus pelzelnii,EN
22696571,3,Least Grebe,Tachybaptus dominicus,LC
22696574,13,Pied-billed Grebe,Podilymbus podiceps,LC
22696589,1,Hoary-headed Grebe,Poliocephalus poliocephalus,LC
22696596,4,Great Grebe,Podiceps major,LC
22696599,11,Red-necked Grebe,Podiceps grisegena,LC
22696602,29,Great Crested Grebe,Podiceps cristatus,LC
22696606,10,Horned Grebe,Podiceps auritus,VU
22696610,11,Black-necked Grebe,Podiceps nigricollis,LC
22696620,6,NA,NA,NA
22696623,1,Junin Grebe,Podiceps taczanowskii,EN
22696628,6,Hooded Grebe,Podiceps gallardoi,CR
22696631,16,Western Grebe,Aechmophorus occidentalis,LC
22696634,8,Clark's Grebe,Aechmophorus clarkii,LC
22696637,15,Red-billed Tropicbird,Phaethon aethereus,LC
22696641,6,Red-tailed Tropicbird,Phaethon rubricauda,LC
22696645,6,White-tailed Tropicbird,Phaethon lepturus,LC
22696649,1,Abbott's Booby,Papasula abbotti,EN
22696657,83,Northern Gannet,Morus bassanus,LC
22696668,24,Cape Gannet,Morus capensis,EN
22696675,4,Australasian Gannet,Morus serrator,LC
22696683,23,Blue-footed Booby,Sula nebouxii,LC
22696686,14,Peruvian Booby,Sula variegata,LC
22696689,17,NA,NA,NA
22696694,16,Red-footed Booby,Sula sula,LC
22696698,50,Brown Booby,Sula leucogaster,LC
22696702,18,Anhinga,Anhinga anhinga,LC
22696705,7,African Darter,Anhinga rufa,LC
22696712,1,Oriental Darter,Anhinga melanogaster,NT
22696719,4,Australasian Darter,Anhinga novaehollandiae,LC
22696725,5,Long-tailed Cormorant,Microcarbo africanus,LC
22696734,4,Pygmy Cormorant,Microcarbo pygmaeus,LC
22696740,8,Little Cormorant,Microcarbo niger,LC
22696743,3,Little Pied Cormorant,Microcarbo melanoleucos,LC
22696753,6,Brandt's Cormorant,Urile penicillatus,LC
22696756,3,Flightless Cormorant,Nannopterum harrisi,VU
22696766,4,Bank Cormorant,Phalacrocorax neglectus,EN
22696773,21,Neotropical Cormorant,Nannopterum brasilianus,LC
22696776,22,Double-crested Cormorant,Nannopterum auritus,LC
22696779,5,Indian Cormorant,Phalacrocorax fuscicollis,LC
22696782,2,Great Pied Cormorant,Phalacrocorax varius,LC
22696788,3,Little Black Cormorant,Phalacrocorax sulcirostris,LC
22696792,235,Great Cormorant,Phalacrocorax carbo,LC
22696799,9,Japanese Cormorant,Phalacrocorax capillatus,LC
22696802,11,Socotra Cormorant,Phalacrocorax nigrogularis,VU
22696806,3,Cape Cormorant,Phalacrocorax capensis,EN
22696810,9,Guanay Cormorant,Leucocarbo bougainvilliorum,NT
22696818,9,NA,NA,NA
22696830,4,NA,NA,NA
22696835,1,NA,NA,NA
22696846,1,Rough-faced Shag,Leucocarbo carunculatus,VU
22696853,2,Stewart Shag,Leucocarbo chalconotus,VU
22696869,1,Auckland Shag,Leucocarbo colensoi,VU
22696883,2,Rock Shag,Leucocarbo magellanicus,LC
22696894,31,European Shag,Gulosus aristotelis,LC
22696898,4,Red-legged Cormorant,Poikilocarbo gaimardi,NT
22696901,2,Spotted Shag,Phalacrocorax punctatus,LC
22696913,1,Whistling Heron,Syrigma sibilatrix,LC
22696916,17,Reddish Egret,Egretta rufescens,NT
22696922,1,Slaty Egret,Egretta vinaceigula,VU
22696931,5,Tricolored Heron,Egretta tricolor,LC
22696938,3,White-faced Heron,Egretta novaehollandiae,LC
22696944,13,Little Blue Heron,Egretta caerulea,LC
22696959,3,NA,NA,NA
22696974,29,Snowy Egret,Egretta thula,LC
22696977,18,Chinese Egret,Egretta eulophotes,VU
22696980,6,Pacific Reef-egret,Egretta sacra,LC
22696993,82,Grey Heron,Ardea cinerea,LC
22696998,43,NA,NA,NA
22697001,2,Cocoi Heron,Ardea cocoi,LC
22697008,1,Black-headed Heron,Ardea melanocephala,LC
22697012,1,Madagascar Heron,Ardea humbloti,EN
22697017,5,Goliath Heron,Ardea goliath,LC
22697021,16,White-bellied Heron,Ardea insignis,CR
22697028,1,Great-billed Heron,Ardea sumatrana,LC
22697031,14,Purple Heron,Ardea purpurea,LC
22697043,53,Great White Egret,Ardea alba,LC
22697109,79,Cattle Egret,Bubulcus ibis,LC
22697123,11,Squacco Heron,Ardeola ralloides,LC
22697128,9,Indian Pond-heron,Ardeola grayii,LC
22697133,8,Chinese Pond-heron,Ardeola bacchus,LC
22697138,10,Javan Pond-heron,Ardeola speciosa,LC
22697143,2,Madagascar Pond-heron,Ardeola idae,EN
22697154,9,NA,NA,NA
22697182,7,NA,NA,NA
22697200,2,Agami Heron,Agamia agami,VU
22697203,5,Yellow-crowned Night-heron,Nyctanassa violacea,LC
22697211,75,Black-crowned Night-heron,Nycticorax nycticorax,LC
22697232,2,White-eared Night-heron,Oroanassa magnifica,EN
22697237,1,Japanese Night-heron,Gorsachius goisagi,VU
22697242,3,Malay Night-heron,Gorsachius melanolophus,LC
22697250,4,Boat-billed Heron,Cochlearius cochlearius,LC
22697259,1,Bare-throated Tiger-heron,Tigrisoma mexicanum,LC
22697269,3,Rufescent Tiger-heron,Tigrisoma lineatum,LC
22697294,1,Stripe-backed Bittern,Ixobrychus involucris,LC
22697297,11,NA,NA,NA
22697303,3,Yellow Bittern,Ixobrychus sinensis,LC
22697314,16,Least Bittern,Ixobrychus exilis,LC
22697317,1,Schrenck's Bittern,Ixobrychus eurhythmus,LC
22697323,3,Cinnamon Bittern,Ixobrychus cinnamomeus,LC
22697334,2,Black Bittern,Ixobrychus flavicollis,LC
22697340,16,American Bittern,Botaurus lentiginosus,LC
22697343,2,Pinnated Bittern,Botaurus pinnatus,LC
22697346,28,Eurasian Bittern,Botaurus stellaris,LC
22697353,9,Australasian Bittern,Botaurus poiciloptilus,EN
22697356,2,Hamerkop,Scopus umbretta,LC
22697360,49,Greater Flamingo,Phoenicopterus roseus,LC
22697365,5,Chilean Flamingo,Phoenicopterus chilensis,NT
22697369,22,Lesser Flamingo,Phoeniconaias minor,NT
22697387,7,Andean Flamingo,Phoenicoparrus andinus,VU
22697398,3,Puna Flamingo,Phoenicoparrus jamesi,NT
22697411,13,White Ibis,Eudocimus albus,LC
22697415,2,Scarlet Ibis,Eudocimus ruber,LC
22697418,10,Bare-faced Ibis,Phimosus infuscatus,LC
22697422,12,Glossy Ibis,Plegadis falcinellus,LC
22697426,7,White-faced Ibis,Plegadis chihi,LC
22697429,5,Puna Ibis,Plegadis ridgwayi,LC
22697432,1,Sharp-tailed Ibis,Cercibis oxycerca,LC
22697441,5,Buff-necked Ibis,Theristicus caudatus,LC
22697444,1,Andean Ibis,Theristicus branickii,NT
22697452,3,NA,NA,NA
22697460,1,Green Ibis,Mesembrinibis cayennensis,LC
22697463,2,Hadada Ibis,Bostrychia hagedash,LC
22697468,1,Wattled Ibis,Bostrychia carunculata,LC
22697478,3,Dwarf Ibis,Bostrychia bocagei,CR
22697488,15,Northern Bald Ibis,Geronticus eremita,EN
22697496,3,Southern Bald Ibis,Geronticus calvus,VU
22697510,2,African Sacred Ibis,Threskiornis aethiopicus,LC
22697516,5,Black-headed Ibis,Threskiornis melanocephalus,NT
22697519,6,Australian Ibis,Threskiornis moluccus,LC
22697525,4,Straw-necked Ibis,Threskiornis spinicollis,LC
22697528,2,Red-naped Ibis,Pseudibis papillosa,LC
22697531,2,White-shouldered Ibis,Pseudibis davisoni,CR
22697536,3,Giant Ibis,Thaumatibis gigantea,CR
22697548,58,Asian Crested Ibis,Nipponia nippon,EN
22697555,65,Eurasian Spoonbill,Platalea leucorodia,LC
22697561,4,Royal Spoonbill,Platalea regia,LC
22697564,2,African Spoonbill,Platalea alba,LC
22697568,33,Black-faced Spoonbill,Platalea minor,EN
22697574,6,Roseate Spoonbill,Platalea ajaja,LC
22697583,8,Shoebill,Balaeniceps rex,VU
22697590,18,Great White Pelican,Pelecanus onocrotalus,LC
22697595,1,Pink-backed Pelican,Pelecanus rufescens,LC
22697599,7,Dalmatian Pelican,Pelecanus crispus,NT
22697608,2,Australian Pelican,Pelecanus conspicillatus,LC
22697611,12,American White Pelican,Pelecanus erythrorhynchos,LC
22697614,56,NA,NA,NA
22697619,17,Peruvian Pelican,Pelecanus thagus,NT
22697624,89,American Black Vulture,Coragyps atratus,LC
22697627,66,Turkey Vulture,Cathartes aura,LC
22697630,6,Lesser Yellow-headed Vulture,Cathartes burrovianus,LC
22697633,1,Greater Yellow-headed Vulture,Cathartes melambrotus,LC
22697636,52,California Condor,Gymnogyps californianus,CR
22697641,13,Andean Condor,Vultur gryphus,VU
22697645,11,King Vulture,Sarcoramphus papa,LC
22697648,24,Wood Stork,Mycteria americana,LC
22697651,4,Milky Stork,Mycteria cinerea,EN
22697654,4,Yellow-billed Stork,Mycteria ibis,LC
22697658,19,Painted Stork,Mycteria leucocephala,NT
22697661,18,Asian Openbill,Anastomus oscitans,LC
22697664,7,African Openbill,Anastomus lamelligerus,LC
22697669,38,Black Stork,Ciconia nigra,LC
22697673,2,Abdim's Stork,Ciconia abdimii,LC
22697677,3,NA,NA,NA
22697685,2,Storm's Stork,Ciconia stormi,EN
22697688,7,Maguari Stork,Ciconia maguari,LC
22697691,166,White Stork,Ciconia ciconia,LC
22697695,45,Oriental Stork,Ciconia boyciana,EN
22697706,2,Saddlebill,Ephippiorhynchus senegalensis,LC
22697710,4,Jabiru,Jabiru mycteria,LC
22697713,6,Lesser Adjutant,Leptoptilos javanicus,VU
22697716,41,Marabou,Leptoptilos crumenifer,LC
22697721,3,Greater Adjutant,Leptoptilos dubius,EN
22697724,44,Magnificent Frigatebird,Fregata magnificens,LC
22697728,3,Ascension Frigatebird,Fregata aquila,VU
22697733,14,Great Frigatebird,Fregata minor,LC
22697738,6,Lesser Frigatebird,Fregata ariel,LC
22697742,1,NA,NA,NA
22697748,70,King Penguin,Aptenodytes patagonicus,LC
22697752,16,Emperor Penguin,Aptenodytes forsteri,NT
22697755,65,Gentoo Penguin,Pygoscelis papua,LC
22697758,126,Adelie Penguin,Pygoscelis adeliae,LC
22697761,67,Chinstrap Penguin,Pygoscelis antarcticus,LC
22697770,34,NA,NA,NA
22697776,9,Fiordland Penguin,Eudyptes pachyrhynchus,NT
22697782,6,Snares Penguin,Eudyptes robustus,VU
22697789,1,Erect-crested Penguin,Eudyptes sclateri,EN
22697793,29,Macaroni Penguin,Eudyptes chrysolophus,VU
22697797,5,Royal Penguin,Eudyptes schlegeli,NT
22697800,7,Yellow-eyed Penguin,Megadyptes antipodes,EN
22697805,18,Little Penguin,Eudyptula minor,LC
22697810,21,African Penguin,Spheniscus demersus,EN
22697817,59,Humboldt Penguin,Spheniscus humboldti,VU
22697822,116,Magellanic Penguin,Spheniscus magellanicus,LC
22697825,13,Galapagos Penguin,Spheniscus mendiculus,EN
22697829,28,Red-throated Loon,Gavia stellata,LC
22697834,8,Arctic Loon,Gavia arctica,LC
22697839,12,Pacific Loon,Gavia pacifica,LC
22697842,17,Common Loon,Gavia immer,LC
22697852,32,Southern Giant Petrel,Macronectes giganteus,LC
22697859,10,Northern Giant Petrel,Macronectes halli,LC
22697866,58,Northern Fulmar,Fulmarus glacialis,LC
22697870,5,Southern Fulmar,Fulmarus glacialoides,LC
22697875,4,Antarctic Petrel,Thalassoica antarctica,LC
22697879,8,Cape Petrel,Daption capense,LC
22697885,32,Snow Petrel,Pagodroma nivea,LC
22697896,1,Mascarene Petrel,Pseudobulweria aterrima,CR
22697913,1,Beck's Petrel,Pseudobulweria becki,CR
22697925,6,Tahiti Petrel,Pseudobulweria rostrata,NT
22697935,1,Fiji Petrel,Pseudobulweria macgillivrayi,CR
22697949,2,Chatham Petrel,Pterodroma axillaris,VU
22697954,1,Black-winged Petrel,Pterodroma nigripennis,LC
22697963,1,Mottled Petrel,Pterodroma inexpectata,NT
22697970,5,White-winged Petrel,Pterodroma leucoptera,VU
22697975,2,Cook's Petrel,Pterodroma cookii,VU
22698005,4,Trindade Petrel,Pterodroma arminjoniana,VU
22698012,2,Herald Petrel,Pterodroma heraldica,LC
22698017,5,Hawaiian Petrel,Pterodroma sandwichensis,EN
22698020,1,Galapagos Petrel,Pterodroma phaeopygia,CR
22698027,1,Kermadec Petrel,Pterodroma neglecta,LC
22698030,1,Juan Fernandez Petrel,Pterodroma externa,VU
22698035,4,Barau's Petrel,Pterodroma baraui,EN
22698042,2,Providence Petrel,Pterodroma solandri,VU
22698045,11,NA,NA,NA
22698049,1,Magenta Petrel,Pterodroma magentae,CR
22698055,3,White-headed Petrel,Pterodroma lessonii,LC
22698062,1,Zino's Petrel,Pterodroma madeira,EN
22698068,3,NA,NA,NA
22698080,3,Soft-plumaged Petrel,Pterodroma mollis,LC
22698084,3,Atlantic Petrel,Pterodroma incerta,EN
22698088,6,Bermuda Petrel,Pterodroma cahow,EN
22698102,12,Blue Petrel,Halobaena caerulea,LC
22698106,4,Broad-billed Prion,Pachyptila vittata,LC
22698110,2,NA,NA,NA
22698114,12,Antarctic Prion,Pachyptila desolata,LC
22698119,9,Slender-billed Prion,Pachyptila belcheri,LC
22698124,14,Fairy Prion,Pachyptila turtur,LC
22698128,2,Fulmar Prion,Pachyptila crassirostris,LC
22698132,9,Bulwer's Petrel,Bulweria bulwerii,LC
22698150,2,Black Petrel,Procellaria parkinsoni,VU
22698155,6,Westland Petrel,Procellaria westlandica,EN
22698159,7,Grey Petrel,Procellaria cinerea,NT
22698167,19,NA,NA,NA
22698172,32,Streaked Shearwater,Calonectris leucomelas,NT
22698175,18,Wedge-tailed Shearwater,Ardenna pacifica,LC
22698188,20,Flesh-footed Shearwater,Ardenna carneipes,NT
22698195,10,Pink-footed Shearwater,Ardenna creatopus,VU
22698201,14,Great Shearwater,Ardenna gravis,LC
22698209,34,Sooty Shearwater,Ardenna grisea,NT
22698216,28,Short-tailed Shearwater,Ardenna tenuirostris,LC
22698222,1,Christmas Shearwater,Puffinus nativitatis,LC
22698226,23,Manx Shearwater,Puffinus puffinus,LC
22698230,2,Yelkouan Shearwater,Puffinus yelkouan,VU
22698240,1,NA,NA,NA
22698246,4,Black-vented Shearwater,Puffinus opisthomelas,NT
22698249,5,Fluttering Shearwater,Puffinus gavia,LC
22698252,1,Hutton's Shearwater,Puffinus huttoni,EN
22698277,1,Heinroth's Shearwater,Puffinus heinrothi,VU
22698280,2,Peruvian Diving-petrel,Pelecanoides garnotii,NT
22698293,11,NA,NA,NA
22698300,12,Common Diving-petrel,Pelecanoides urinatrix,LC
22698305,51,Wandering Albatross,Diomedea exulans,VU
22698310,5,Amsterdam Albatross,Diomedea amsterdamensis,EN
22698314,3,Southern Royal Albatross,Diomedea epomophora,VU
22698320,8,Waved Albatross,Phoebastria irrorata,CR
22698335,12,Short-tailed Albatross,Phoebastria albatrus,VU
22698350,12,Black-footed Albatross,Phoebastria nigripes,NT
22698365,31,Laysan Albatross,Phoebastria immutabilis,NT
22698375,22,Black-browed Albatross,Thalassarche melanophris,LC
22698383,8,NA,NA,NA
22698388,1,Salvin's Albatross,Thalassarche salvini,VU
22698398,13,Grey-headed Albatross,Thalassarche chrysostoma,EN
22698425,1,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,EN
22698431,8,Sooty Albatross,Phoebetria fusca,EN
22698436,26,Wilson's Storm-petrel,Oceanites oceanicus,LC
22698442,1,White-vented Storm-petrel,Oceanites gracilis,DD
22698448,4,Light-mantled Albatross,Phoebetria palpebrata,NT
22698459,7,Black-bellied Storm-petrel,Fregetta tropica,LC
22698477,55,European Storm-petrel,Hydrobates pelagicus,LC
22698485,1,Least Storm-petrel,Hydrobates microsoma,LC
22698496,1,Wedge-rumped Storm-petrel,Hydrobates tethys,LC
22698511,13,NA,NA,NA
22698520,6,Swinhoe's Storm-petrel,Hydrobates monorhis,NT
22698543,14,Markham's Storm-petrel,Hydrobates markhami,NT
22698557,1,Black Storm-petrel,Hydrobates melania,LC
22698562,5,Ashy Storm-petrel,Hydrobates homochroa,EN
22698567,1,Ringed Storm-petrel,Hydrobates hornbyi,NT
22698572,4,Fork-tailed Storm-petrel,Hydrobates furcatus,LC
22698577,5,Rifleman,Acanthisitta chloris,LC
22698585,3,New Zealand Rockwren,Xenicus gilviventris,EN
22698605,1,Blue-rumped Pitta,Hydrornis soror,LC
22698620,2,NA,NA,NA
22698628,7,Gurney's Pitta,Hydrornis gurneyi,CR
22698631,1,Blue-headed Pitta,Hydrornis baudii,VU
22698634,3,NA,NA,NA
22698644,1,Azure-breasted Pitta,Pitta steerii,VU
22698648,2,Whiskered Pitta,Erythropitta kochi,NT
22698667,1,Graceful Pitta,Erythropitta venusta,VU
22698681,4,Indian Pitta,Pitta brachyura,LC
22698684,17,Fairy Pitta,Pitta nympha,VU
22698688,5,Blue-winged Pitta,Pitta moluccensis,LC
22698691,2,Mangrove Pitta,Pitta megarhyncha,NT
22698694,1,Elegant Pitta,Pitta elegans,LC
22698700,1,Noisy Pitta,Pitta versicolor,LC
22698715,1,Rufous-sided Broadbill,Smithornis rufolateralis,LC
22698724,3,Dusky Broadbill,Corydon sumatranus,LC
22698735,2,Black-and-yellow Broadbill,Eurylaimus ochromalus,NT
22698747,2,Long-tailed Broadbill,Psarisomus dalhousiae,LC
22698750,2,Green Broadbill,Calyptomena viridis,NT
22698786,2,Sapayoa,Sapayoa aenigma,LC
22698790,1,Streak-necked Flycatcher,Mionectes striaticollis,LC
22698793,1,NA,NA,NA
22698796,4,Ochre-bellied Flycatcher,Mionectes oleagineus,LC
22698803,1,Grey-hooded Flycatcher,Mionectes rufiventris,LC
22698813,1,Sepia-capped Flycatcher,Leptopogon amaurocephalus,LC
22698816,2,NA,NA,NA
22698859,1,Snethlage's Tody-tyrant,Hemitriccus minor,LC
22698870,1,Flammulated Bamboo-tyrant,Hemitriccus flammulatus,LC
22698876,1,Drab-breasted Bamboo-tyrant,Hemitriccus diops,LC
22698922,1,Hangnest Tody-tyrant,Hemitriccus nidipendulus,LC
22698933,2,Pearly-vented Tody-tyrant,Hemitriccus margaritaceiventer,LC
22698941,1,Black-throated Tody-tyrant,Hemitriccus granadensis,LC
22698986,2,Ochre-faced Tody-flycatcher,Poecilotriccus plumbeiceps,LC
22698993,1,Rusty-fronted Tody-flycatcher,Poecilotriccus latirostris,LC
22699007,1,Slate-headed Tody-flycatcher,Poecilotriccus sylvia,LC
22699018,2,Spotted Tody-flycatcher,Todirostrum maculatum,LC
22699022,3,Yellow-lored Tody-flycatcher,Todirostrum poliocephalum,LC
22699027,3,Common Tody-flycatcher,Todirostrum cinereum,LC
22699039,1,Painted Tody-flycatcher,Todirostrum pictum,LC
22699069,1,Southern Antpipit,Corythopis delalandi,LC
22699072,2,Planalto Tyrannulet,Phyllomyias fasciatus,LC
22699092,2,Greenish Tyrannulet,Phyllomyias virescens,LC
22699122,1,NA,NA,NA
22699151,1,NA,NA,NA
22699160,1,White-lored Tyrannulet,Ornithion inerme,LC
22699177,2,Northern Beardless Tyrannulet,Camptostoma imberbe,LC
22699182,4,Southern Beardless Tyrannulet,Camptostoma obsoletum,LC
22699187,2,NA,NA,NA
22699191,1,Cocos Flycatcher,Nesotriccus ridgwayi,VU
22699194,1,Yellow Tyrannulet,Capsiempis flaveola,LC
22699211,1,Southern Scrub-flycatcher,Sublegatus modestus,LC
22699216,1,NA,NA,NA
22699221,2,NA,NA,NA
22699227,2,Yellow-crowned Tyrannulet,Tyrannulus elatus,LC
22699230,1,Forest Elaenia,Myiopagis gaimardii,LC
22699233,1,NA,NA,NA
22699242,3,Yellow-crowned Elaenia,Myiopagis flavivertex,LC
22699262,8,Yellow-bellied Elaenia,Elaenia flavogaster,LC
22699265,3,Large Elaenia,Elaenia spectabilis,LC
22699271,22,White-crested Elaenia,Elaenia albiceps,LC
22699274,2,Small-billed Elaenia,Elaenia parvirostris,LC
22699280,1,Olivaceous Elaenia,Elaenia mesoleuca,LC
22699289,3,Plain-crested Elaenia,Elaenia cristata,LC
22699292,7,Rufous-crowned Elaenia,Elaenia ruficeps,LC
22699295,9,NA,NA,NA
22699301,1,NA,NA,NA
22699313,1,White-throated Tyrannulet,Mecocerculus leucophrys,LC
22699328,1,White-banded Tyrannulet,Mecocerculus stictopterus,LC
22699337,1,River Tyrannulet,Serpophaga hypoleuca,LC
22699340,2,NA,NA,NA
22699350,2,Plain Tyrannulet,Inezia inornata,LC
22699365,3,Greater Wagtail-tyrant,Stigmatura budytoides,LC
22699383,2,Ash-breasted Tit-tyrant,Anairetes alpinus,EN
22699406,3,Tufted Tit-tyrant,Anairetes parulus,LC
22699410,2,Many-colored Rush-tyrant,Tachuris rubrigastra,LC
22699415,1,Sharp-tailed Tyrant,Culicivora caudacuta,VU
22699420,3,Bearded Tachuri,Polystictus pectoralis,NT
22699430,2,Subtropical Doradito,Pseudocolopteryx acutipennis,LC
22699443,1,NA,NA,NA
22699448,1,NA,NA,NA
22699458,1,Marble-faced Bristle-tyrant,Pogonotriccus ophthalmicus,LC
22699509,1,Oustalet's Tyrannulet,Phylloscartes oustaleti,NT
22699516,1,Alagoas Tyrannulet,Phylloscartes ceciliae,CR
22699520,2,Mottle-cheeked Tyrannulet,Phylloscartes ventralis,LC
22699539,1,Eared Pygmy-tyrant,Myiornis auricularis,LC
22699549,1,Short-tailed Pygmy-tyrant,Myiornis ecaudatus,LC
22699554,1,Scale-crested Pygmy-tyrant,Lophotriccus pileatus,LC
22699569,1,Helmeted Pygmy-tyrant,Lophotriccus galeatus,LC
22699584,1,Northern Bentbill,Oncostoma cinereigulare,LC
22699590,1,Brownish Twistwing,Cnipodectes subbrunneus,LC
22699599,5,NA,NA,NA
22699602,1,Fulvous-breasted Flatbill,Rhynchocyclus fulvipectus,LC
22699605,6,Yellow-olive Flatbill,Tolmomyias sulphurescens,LC
22699609,1,NA,NA,NA
22699615,2,Grey-crowned Flatbill,Tolmomyias poliocephalus,LC
22699620,1,NA,NA,NA
22699629,1,Stub-tailed Spadebill,Platyrinchus cancrominus,LC
22699632,2,NA,NA,NA
22699659,1,Atlantic Royal Flycatcher,Onychorhynchus swainsoni,VU
22699704,1,NA,NA,NA
22699711,2,Ruddy-tailed Flycatcher,Terenotriccus erythrurus,LC
22699726,1,Black-tailed Flycatcher,Myiobius atricaudus,LC
22699730,1,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus,LC
22699748,2,Fuscous Flycatcher,Cnemotriccus fuscatus,LC
22699751,1,Euler's Flycatcher,Lathrotriccus euleri,LC
22699757,1,Grey-breasted Flycatcher,Lathrotriccus griseipectus,VU
22699783,3,Olive Flycatcher,Mitrephanes olivaceus,LC
22699787,21,Olive-sided Flycatcher,Contopus cooperi,NT
22699798,1,Greater Pewee,Contopus pertinax,LC
22699801,1,Dark Pewee,Contopus lugubris,LC
22699808,1,Ochraceous Pewee,Contopus ochraceus,LC
22699811,6,Western Wood-pewee,Contopus sordidulus,LC
22699816,10,Eastern Wood-pewee,Contopus virens,LC
22699836,1,Lesser Antillean Pewee,Contopus latirostris,LC
22699839,6,Yellow-bellied Flycatcher,Empidonax flaviventris,LC
22699842,6,Acadian Flycatcher,Empidonax virescens,LC
22699845,12,Alder Flycatcher,Empidonax alnorum,LC
22699848,13,Willow Flycatcher,Empidonax traillii,LC
22699854,12,Least Flycatcher,Empidonax minimus,LC
22699857,1,Hammond's Flycatcher,Empidonax hammondii,LC
22699860,1,American Grey Flycatcher,Empidonax wrightii,LC
22699864,1,American Dusky Flycatcher,Empidonax oberholseri,LC
22699871,9,Pacific-slope Flycatcher,Empidonax difficilis,LC
22699874,1,Cordilleran Flycatcher,Empidonax occidentalis,LC
22699880,2,Buff-breasted Flycatcher,Empidonax fulvifrons,LC
22699883,1,Black-capped Flycatcher,Empidonax atriceps,LC
22699886,15,Eastern Phoebe,Sayornis phoebe,LC
22699892,2,Black Phoebe,Sayornis nigricans,LC
22699895,13,NA,NA,NA
22699943,1,White-browed Chat-tyrant,Ochthoeca leucophrys,LC
22699951,1,Tumbes Tyrant,Ochthoeca salvini,NT
22699970,1,Drab Water-tyrant,Ochthornis littoralis,LC
22699992,1,Santa Marta Bush-tyrant,Myiotheretes pernix,EN
22700019,1,Black-crowned Monjita,Xolmis coronatus,LC
22700035,1,White Monjita,Xolmis irupero,LC
22700052,1,Black-and-white Monjita,Xolmis dominicanus,VU
22700081,1,White-tailed Shrike-tyrant,Agriornis albicauda,VU
22700104,1,Grey-bellied Shrike-tyrant,Agriornis micropterus,LC
22700132,1,Spot-billed Ground-tyrant,Muscisaxicola maculirostris,LC
22700137,2,Little Ground-tyrant,Muscisaxicola fluviatilis,LC
22700163,1,NA,NA,NA
22700173,1,White-browed Ground-tyrant,Muscisaxicola albilora,LC
22700193,1,White-fronted Ground-tyrant,Muscisaxicola albifrons,LC
22700239,2,Blue-billed Black-tyrant,Knipolegus cyanirostris,LC
22700256,1,Velvety Black-tyrant,Knipolegus nigerrimus,LC
22700279,1,Black-backed Water-tyrant,Fluvicola albiventer,LC
22700284,3,Masked Water-tyrant,Fluvicola nengeta,LC
22700303,2,Strange-tailed Tyrant,Alectrurus risora,VU
22700321,4,Cattle Tyrant,Machetornis rixosa,LC
22700334,4,Rufous-tailed Attila,Attila phoenicurus,LC
22700337,1,Cinnamon Attila,Attila cinnamomeus,LC
22700354,4,Bright-rumped Attila,Attila spadiceus,LC
22700357,3,Rufous Casiornis,Casiornis rufus,LC
22700365,1,Ash-throated Casiornis,Casiornis fuscus,LC
22700376,2,Greyish Mourner,Rhytipterna simplex,LC
22700380,1,Pale-bellied Mourner,Rhytipterna immunda,LC
22700399,3,Dusky-capped Flycatcher,Myiarchus tuberculifer,LC
22700405,4,Swainson's Flycatcher,Myiarchus swainsoni,LC
22700411,1,Panama Flycatcher,Myiarchus panamensis,LC
22700415,3,Short-crested Flycatcher,Myiarchus ferox,LC
22700421,1,Sooty-crowned Flycatcher,Myiarchus phaeocephalus,LC
22700424,3,Apical Flycatcher,Myiarchus apicalis,LC
22700427,12,Ash-throated Flycatcher,Myiarchus cinerascens,LC
22700430,1,Nutting's Flycatcher,Myiarchus nuttingi,LC
22700433,6,Great Crested Flycatcher,Myiarchus crinitus,LC
22700436,5,Brown-crested Flycatcher,Myiarchus tyrannulus,LC
22700442,3,Galapagos Flycatcher,Myiarchus magnirostris,LC
22700455,1,Puerto Rican Flycatcher,Myiarchus antillarum,LC
22700461,1,Flammulated Flycatcher,Deltarhynchus flammulatus,LC
22700464,4,Large-headed Flatbill,Ramphotrigon megacephalum,LC
22700473,1,Dusky-tailed Flatbill,Ramphotrigon fuscicauda,LC
22700476,1,Rufous-tailed Flatbill,Ramphotrigon ruficauda,LC
22700482,1,White-throated Kingbird,Tyrannus albogularis,LC
22700485,18,Tropical Kingbird,Tyrannus melancholicus,LC
